reaction,description,DSM27147_S345,M10_S153,M11_S154,M13_S155,M14_S347,M1_S149,M2_S150,M4_S151,M6_S346,M8_S152,W289_S348,W290_S156,W291_S157,W292_S349,W293_S158,W294_S159,W295_S160,W296_S350,W298_S161
NTP3,Nucleoside-triphosphatase (GTP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NTP5,Nucleoside-triphosphatase (CTP),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NTPP7,Nucleoside triphosphate pyrophosphorylase (dttp),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NTPP8,Nucleoside triphosphate pyrophosphorylase (utp),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NTPTP1,Nucleoside triphosphate tripolyhydrolase,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTRIR2x,Nitrite Reductase (NADH),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NTRIR3pp,"Nitrite Reductase (Ubiquinole-8, periplasm)",0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0
NTRIR4pp,"Nitrite Reductase (Menaquinole-8, periplasm)",0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0
O2XOADOX,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O2tex,Oxygen transport via diffusion (extracellular to periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
O2tpp,O2 transport via diffusion (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
O45AM,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OAADC,Oxaloacetate decarboxylase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OBFOX,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OBTFL,2-Oxobutanoate formate lyase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OCBT,Ornithine carbamoyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OCDCAt2pp,Octadecanoate transport via proton symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OCDCEAt,Octadecenoate  n C181  transport in via uniport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OCDCEAt2pp,Octadecenoate transport via proton symport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OCOAT4,3 oxoacid CoA transferase  Succinyl CoA dehydrocarnitine,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
OCTDPS,Octaprenyl pyrophosphate synthase,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
OHEDH,"2-oxo-hept-3-ene-1,7-dioate hydratase",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
OIVD2E,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OMPDC,Orotidine-5'-phosphate decarboxylase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OPETDC,OPET decarboxylase,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
OPHBDC,Octaprenyl-hydroxybenzoate decarboxylase,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
OPHHX,2-Octaprenylphenol hydroxylase,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
OPHHX3,2-Octaprenylphenol hydroxylase (anaerobic),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OPP,R05611,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0
OPTCCL,5 carboxy 2 oxohept 3 enedioate decarboxylation,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
ORNCD,Ornithine cyclodeaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ORNR,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ORNTA,Ornithine transaminase,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0
ORNTAC,Ornithine transacetylase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ORPT,Orotate phosphoribosyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OXADC,Oxalate decarboxylase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OXAt,Oxalate transport in via proton symport,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OXAt_1,,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1
OXCDC,Oxalyl-CoA decarboxylase,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OXFOt4pp,Oxalate:Formate antiporter (periplasm),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P52O,,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
P5CR,Pyrroline-5-carboxylate reductase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
P9DH,,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PA120abcpp,"Phosphatidate transport via ABC system (n-C12:0, periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PA140abcpp,"Phosphatidate transport via ABC system (n-C14:0, periplasm)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PA141abcpp,"Phosphatidate transport via ABC system (n-C14:1, periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PA160abcpp,"Phosphatidate transport via ABC system (n-C16:0, periplasm)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PA161abcpp,"Phosphatidate transport via ABC system (n-C16:1, periplasm)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PA180abcpp,"Phosphatidate transport via ABC system (n-C18:0, periplasm)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PA181abcpp,"Phosphatidate transport via ABC system (n-C18:1, periplasm)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PACALDt,Phenylacetaldehyde transport  extracellular,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PACALDtex,Phenethylacetaldehyde transport via diffusion (extracellular to periplasm),1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1
PACALtabcpp,Phenylacetaldehyde transport via ABC system  periplasm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PALDH,Phosphonoacetaldehyde hydrolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PANO,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PANTS,Pantothenate synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PAPA120pp,"Phosphatidate phosphatase (periplasmic, n-C12:0)",1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1
PAPA140pp,"Phosphatidate phosphatase (periplasmic, n-C14:0)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PAPA141pp,"Phosphatidate phosphatase (periplasmic, n-C14:1)",0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0
PAPA160pp,"Phosphatidate phosphatase (periplasmic, n-C16:0)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PAPA161pp,"Phosphatidate phosphatase (periplasmic, n-C16:1)",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
PAPA180pp,"Phosphatidate phosphatase (periplasmic, n-C18:0)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PAPA181pp,"Phosphatidate phosphatase (periplasmic, n-C18:1)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PBUTT,Phosphate butyryltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC,Pyruvate carboxylase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PC2DHG,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PDBL_3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PDBL_4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PDE1,"3',5'-cyclic-nucleotide phosphodiesterase",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PDE4,"3',5'-cyclic-nucleotide phosphodiesterase",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PDH,Pyruvate dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PDHa,Pyruvate dehydrogenase (lipoamide),1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PDHbr,Pyruvate dehydrogenase (dihydrolipoamide) reversible,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PDHcr,Pyruvate dehydrogenase (dihydrolipoamide dehydrogenase) reversible,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PDX5PO2,Pyridoxine 5'-phosphate oxidase (anaerboic,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDX5POi,Pyridoxine 5'-phosphate oxidase,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDXPP,Pyridoxine 5-phosphate phosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PDYXPT_c,Pyridoxamine-pyruvic transaminase,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1
PE120abcpp,"Phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PE141abcpp,"Phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PE161abcpp,"Phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PEAMNO2pp,Phenethylamine pqq  oxidoreductase  deaminating,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PEAMNtex,Phenethylamine transport via diffusion (extracellular to periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PEPA,MNXR86162,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
PFK,Phosphofructokinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PFK_2,Phosphofructokinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PFK_3,Phosphofructokinase (s7p),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PFL,Pyruvate formate lyase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PG120abcpp,"Phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PG140abcpp,"Phosphatidylglycerol transport via ABC system (n-C14:0, periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PG141abcpp,"Phosphatidylglycerol transport via ABC system (n-C14:1, periplasm)",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PG160abcpp,"Phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PG161abcpp,"Phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PG180abcpp,"Phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PG181abcpp,"Phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PGAMT,Phosphoglucosamine mutase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PGCD,Phosphoglycerate dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PGCM,Phosphoglucomutase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PGI,Glucose-6-phosphate isomerase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PGI1c,"Glucose-6-phosphateisomerase,glycosome",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PGK,Phosphoglycerate kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PGL,6-phosphogluconolactonase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PGLYCP,Phosphoglycolate phosphatase,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PGM,Phosphoglycerate mutase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PGMT,Phosphoglucomutase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PGMT_2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PGPP120,Phosphatidylglycerol phosphate phosphatase (n-C14:0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PGPP161,Phosphatidylglycerol phosphate phosphatase (n-C16:1),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PGSA120,Phosphatidylglycerol synthase (n-C12:0),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PGSA161,Phosphatidylglycerol synthase (n-C16:1),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PHEME2abcpp,Protoheme transport via ABC system  periplasm to cytosol,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PHEMEabcpp,Protoheme transport via ABC system (periplasm),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PHEMEt,Heme transport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHETA1,Phenylalanine transaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHEabc,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHHL,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHHL2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PHNO,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PIBT,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PIabc,Phosphate transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PIt7ipp,Phosphate transport in via three Na+ symporter (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PItex,Phosphate transport via diffusion (extracellular to periplasm),1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
PIuabcpp,"Phosphate transport via ABC system (uptake, periplasm)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PKETF,Phosphoketolase (fructose-6-phosphate utilizing),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PLIPA1A120pp,"Phospholipase A1 (phosphatidate, n-C12:0) (periplasm)",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
PLIPA1A141pp,"Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PLIPA1A161pp,"Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)",1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
PLIPA1E120pp,"Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PLIPA1E141pp,"Phospholipase A1 (phosphatidylethanolamine, n-C14:1) (periplasm)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PLIPA1E161pp,"Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm)",1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PLIPA1G120pp,"Phospholipase A1 (phosphatidylglycerol, n-C12:0) (periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PLIPA1G140pp,"Phospholipase A1 (phosphatidylglycerol, n-C14:0) (periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PLIPA1G141pp,"Phospholipase A1 (phosphatidylglycerol, n-C14:1) (periplasm)",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PLIPA1G160pp,"Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PLIPA1G161pp,"Phospholipase A1 (phosphatidylglycerol, n-C16:1) (periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PLIPA1G180pp,"Phospholipase A1 (phosphatidylglycerol, n-C18:0) (periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PLIPA1G181pp,"Phospholipase A1 (phosphatidylglycerol, n-C18:1) (periplasm)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PLPS,Pyridoxal-5-phosphate synthase,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PMANM,Phosphomannomutase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PMDPHT,Pyrimidine phosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PMPK,Phosphomethylpyrimidine kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PNTK,Pantothenate kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PNTOte,Transport of (R)-Pantothenate,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
POR_syn,Pyruvate-ferredoxin oxidoreductase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PPA,Inorganic diphosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PPA2,Inorganic triphosphatase,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPAP_Et,Propanoyl phosphate transport (transport mechanism unknown - evidence from biolog data),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PPATabc,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PPBNGS,Porphobilinogen synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PPCDC,Phosphopantothenoylcysteine decarboxylase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PPDK,"Pyruvate,phosphate dikinase.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PPGPPDP,"Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PPGPPDPE,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PPM,Phosphopentomutase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PPM2_2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PPNCL2,Phosphopantothenate-cysteine ligase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PPNCL3,4'-Phosphopantothenate:L-cysteine ligase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PPND,Prephenate dehydrogenase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PPNDH,Prephenate dehydratase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PPPGO,Protoporphyrinogen oxidase (aerobic),1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
PPPGO3,Protoporphyrinogen oxidase (anaerobic),0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
PPS,Phosphoenolpyruvate synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PPTT,Trans pentaprenyltranstransferase,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0
PRAGSr,Phosphoribosylglycinamide synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PRAIS,Phosphoribosylaminoimidazole synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PRAMPC,Phosphoribosyl-AMP cyclohydrolase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PRASCSi,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PRATPP,Phosphoribosyl-ATP pyrophosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PRFGS,Phosphoribosylformylglycinamidine synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PRO1x,Proline oxidase  L proline  NAD,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PRO1y,"Proline oxidase (L-proline, NADP)",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
PROHISGLUtr,Tripeptide Opp3 transport,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROR,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROabc,L-proline transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PROabcpp,L-proline transport via ABC system (periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PROtex,L-proline transport via diffusion (extracellular to periplasm),1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1
PRPPS,Phosphoribosylpyrophosphate synthetase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PSD120,Phosphatidylserine decarboxylase (n-C12:0),1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
PSD161,Phosphatidylserine decarboxylase (n-C16:1),0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
PSERT,Phosphoserine transaminase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PSP_L,Phosphoserine phosphatase (L-serine),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PSSA120,Phosphatidylserine syntase (n-C12:0),1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
PSSA161,Phosphatidylserine syntase (n-C16:1),0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
PSUDS,Pseudouridylate synthase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PTA2,Phosphate acetyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PTHRP,Phospho-threonine phosphatase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PTPATi,Pantetheine-phosphate adenylyltransferase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PTRCORNt7,Putrescine/ornithine antiporter,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PTRCTA2,Putrescine Transaminase  pyruvate,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTRCabc,Putrescine transport via ABC system,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PTRCabcpp,Putrescine transport via ABC system (periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PTRCtex,Putrescine transport via diffusion (extracellular to periplasm),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PUNP1,Purine-nucleoside phosphorylase (Adenosine),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PUNP2,Purine-nucleoside phosphorylase (Deoxyadenosine),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PUNP3,Purine-nucleoside phosphorylase (Guanosine),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PUNP4,Purine-nucleoside phosphorylase (Deoxyguanosine),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PUNP5,Purine-nucleoside phosphorylase (Inosine),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PUNP6,Purine-nucleoside phosphorylase (Deoxyinosine),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PUNP7,Purine-nucleoside phosphorylase (Xanthosine),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PXYLt5,P xylene  transport out via proton antiport  cytosolexternal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PXYLt6,P xylene transport out via proton antiport  periplasmexternal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYAM5PO,Pyridoxamine 5'-phosphate oxidase,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
PYDAMK,Pyridoxamine kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PYDXK_1,Pyridoxal kinase,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
PYDXNK,Pyridoxine kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PYDXNtr,Pyridoxine transport via diffusion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYDXPP,Pyridoxal 5-phosphate phosphatase,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
PYDXS,Pyridoxal 5-phosphate synthase,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
PYK,Pyruvate kinase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PYK2,Pyruvate kinase(2),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PYK3,Pyruvate kinase(3),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PYK4,Pyruvate kinase(4),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PYK5,Pyruvate kinase(5),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
